Column,Response,Predictor,Datatype,LevelOfMeasurement,Is_NDS,Is_ECG,Is_EEG,Is_Burst,Is_20Mins,Is_40Mins,Is_60Mins,Is_Elec1,Is_Elec2,Is_Power,Is_Entropy,Is_Shannon,Is_Tsallis,Is_Frac,Is_Delta,Is_Theta,Is_Alpha,Is_Beta,Is_Gamma,Is_SuperGamma,Is_Total
Elec1PowSuperGammaMIN@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
Elec1PowSuperGammaMIN@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
Elec1PowSuperGammaMIN@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0
Elec1PowSuperGammaRNG@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
Elec1PowSuperGammaRNG@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
Elec1PowSuperGammaRNG@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0
Elec1PowSuperGammaSPOT@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
Elec1PowSuperGammaSPOT@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
Elec1PowSuperGammaSPOT@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0
Elec1PowSuperGammaSTD@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
Elec1PowSuperGammaSTD@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
Elec1PowSuperGammaSTD@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0
Elec1PowTotalAUC@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Elec1PowTotalAUC@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Elec1PowTotalAUC@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Elec1PowTotalIQR@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Elec1PowTotalIQR@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Elec1PowTotalIQR@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Elec1PowTotalMAD@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Elec1PowTotalMAD@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Elec1PowTotalMAD@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Elec1PowTotalMAX@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Elec1PowTotalMAX@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Elec1PowTotalMAX@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Elec1PowTotalMEAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Elec1PowTotalMEAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Elec1PowTotalMEAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Elec1PowTotalMEDIAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Elec1PowTotalMEDIAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Elec1PowTotalMEDIAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Elec1PowTotalMIN@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Elec1PowTotalMIN@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Elec1PowTotalMIN@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Elec1PowTotalRNG@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Elec1PowTotalRNG@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Elec1PowTotalRNG@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Elec1PowTotalSPOT@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Elec1PowTotalSPOT@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Elec1PowTotalSPOT@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Elec1PowTotalSTD@20Mins,0,1,float,4,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Elec1PowTotalSTD@40Mins,0,1,float,4,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Elec1PowTotalSTD@60Mins,0,1,float,4,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Elec2PowDeltaAUC@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Elec2PowDeltaAUC@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Elec2PowDeltaAUC@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Elec2PowDeltaIQR@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Elec2PowDeltaIQR@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Elec2PowDeltaIQR@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Elec2PowDeltaMAD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Elec2PowDeltaMAD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Elec2PowDeltaMAD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Elec2PowDeltaMAX@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Elec2PowDeltaMAX@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Elec2PowDeltaMAX@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Elec2PowDeltaMEAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Elec2PowDeltaMEAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Elec2PowDeltaMEAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Elec2PowDeltaMEDIAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Elec2PowDeltaMEDIAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Elec2PowDeltaMEDIAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Elec2PowDeltaMIN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Elec2PowDeltaMIN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Elec2PowDeltaMIN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Elec2PowDeltaRNG@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Elec2PowDeltaRNG@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Elec2PowDeltaRNG@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Elec2PowDeltaSPOT@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Elec2PowDeltaSPOT@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Elec2PowDeltaSPOT@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Elec2PowDeltaSTD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Elec2PowDeltaSTD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Elec2PowDeltaSTD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Elec2PowThetaAUC@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Elec2PowThetaAUC@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Elec2PowThetaAUC@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Elec2PowThetaIQR@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Elec2PowThetaIQR@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Elec2PowThetaIQR@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Elec2PowThetaMAD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Elec2PowThetaMAD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Elec2PowThetaMAD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Elec2PowThetaMAX@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Elec2PowThetaMAX@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Elec2PowThetaMAX@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Elec2PowThetaMEAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Elec2PowThetaMEAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Elec2PowThetaMEAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Elec2PowThetaMEDIAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Elec2PowThetaMEDIAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Elec2PowThetaMEDIAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Elec2PowThetaMIN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Elec2PowThetaMIN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Elec2PowThetaMIN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Elec2PowThetaRNG@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Elec2PowThetaRNG@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Elec2PowThetaRNG@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Elec2PowThetaSPOT@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Elec2PowThetaSPOT@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Elec2PowThetaSPOT@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Elec2PowThetaSTD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Elec2PowThetaSTD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Elec2PowThetaSTD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Elec2PowAlphaAUC@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Elec2PowAlphaAUC@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Elec2PowAlphaAUC@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Elec2PowAlphaIQR@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Elec2PowAlphaIQR@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Elec2PowAlphaIQR@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Elec2PowAlphaMAD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Elec2PowAlphaMAD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Elec2PowAlphaMAD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Elec2PowAlphaMAX@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Elec2PowAlphaMAX@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Elec2PowAlphaMAX@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Elec2PowAlphaMEAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Elec2PowAlphaMEAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Elec2PowAlphaMEAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Elec2PowAlphaMEDIAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Elec2PowAlphaMEDIAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Elec2PowAlphaMEDIAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Elec2PowAlphaMIN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Elec2PowAlphaMIN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Elec2PowAlphaMIN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Elec2PowAlphaRNG@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Elec2PowAlphaRNG@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Elec2PowAlphaRNG@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Elec2PowAlphaSPOT@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Elec2PowAlphaSPOT@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Elec2PowAlphaSPOT@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Elec2PowAlphaSTD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Elec2PowAlphaSTD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Elec2PowAlphaSTD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Elec2PowBetaAUC@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Elec2PowBetaAUC@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Elec2PowBetaAUC@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Elec2PowBetaIQR@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Elec2PowBetaIQR@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Elec2PowBetaIQR@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Elec2PowBetaMAD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Elec2PowBetaMAD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Elec2PowBetaMAD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Elec2PowBetaMAX@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Elec2PowBetaMAX@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Elec2PowBetaMAX@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Elec2PowBetaMEAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Elec2PowBetaMEAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Elec2PowBetaMEAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Elec2PowBetaMEDIAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Elec2PowBetaMEDIAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Elec2PowBetaMEDIAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Elec2PowBetaMIN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Elec2PowBetaMIN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Elec2PowBetaMIN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Elec2PowBetaRNG@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Elec2PowBetaRNG@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Elec2PowBetaRNG@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Elec2PowBetaSPOT@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Elec2PowBetaSPOT@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Elec2PowBetaSPOT@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Elec2PowBetaSTD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Elec2PowBetaSTD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Elec2PowBetaSTD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Elec2PowGammaAUC@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Elec2PowGammaAUC@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Elec2PowGammaAUC@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Elec2PowGammaIQR@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Elec2PowGammaIQR@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Elec2PowGammaIQR@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Elec2PowGammaMAD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Elec2PowGammaMAD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Elec2PowGammaMAD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Elec2PowGammaMAX@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Elec2PowGammaMAX@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Elec2PowGammaMAX@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Elec2PowGammaMEAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Elec2PowGammaMEAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Elec2PowGammaMEAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Elec2PowGammaMEDIAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Elec2PowGammaMEDIAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Elec2PowGammaMEDIAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Elec2PowGammaMIN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Elec2PowGammaMIN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Elec2PowGammaMIN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Elec2PowGammaRNG@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Elec2PowGammaRNG@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Elec2PowGammaRNG@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Elec2PowGammaSPOT@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Elec2PowGammaSPOT@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Elec2PowGammaSPOT@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Elec2PowGammaSTD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Elec2PowGammaSTD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Elec2PowGammaSTD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Elec2PowSuperGammaAUC@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
Elec2PowSuperGammaAUC@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
Elec2PowSuperGammaAUC@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0
Elec2PowSuperGammaIQR@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
Elec2PowSuperGammaIQR@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
Elec2PowSuperGammaIQR@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0
Elec2PowSuperGammaMAD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
Elec2PowSuperGammaMAD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
